id;text;label
indodisc_1969;Seekor burung mencopot bendera israel dari tiang bendera. Bahkan alam pun tidak mengakui keberadaan israel. #FreePalestine #PrayForGaza;hate
indodisc_981;Israel benar² laknattt, semoga allah memeberi kalian hukuman yang setimpal dengan apa yang kalian perbuat #Israel;hate
indodisc_26625;BUKU KHOMEINI BERDUSTA (MULTAZAM) Merebaknya paham Syiah di Indonesia dianggap oleh sebagian pihak merupakan ancaman bagi keyakinan umat Islam. Nama besar Khomeini yang lebih dikenal sebagai Pemimpin Besar Revolusi Islam di Iran dan pemimpin ajaran Syiah sering menghipnotis semua kalangan, padahal banyak ceramah dan tulisan-tulisannya yang menyerang Ahlussunnah dan mematik permusuhan antara Sunni dan Syiah. Dalam buku ini kita akan bersama-sama membedah kedustaan dan fitnah khomeini terhadap Ahlussunnah. Buku ini tidak bermaksud mencaci khomeini atau ulama syiah, melainkan tujuannya adalah menjelaskan sosok Khomeini yang sebenarnya dan sikapnya terhadap kita sebagai kaum muslimin Ahlussunnah. Buku Khomeini Berdusta Penulis : Muhammad Malullah Penerbit : Multazam Ukuran : 14 x 20,5 cm Tebal : 112 Halaman Sampul : Soft Cover Berat Pengiriman : 250 gram Harga : Rp 26.000 https://yufidstore.com/products/buku-khomeini-berdusta-multazam;hate
indodisc_24617;Anjing dah cina emg nyebar penyakit mulu;hate
indodisc_1925;Rudal ayssah 250 dari Brigade Al-Qassam👉 Berhasil mengguncang Kota Tel Aviv ( wilayah zionis Israel ) sebagai respons atas pembantaian yang dilakukan Zionis terhadap warga sipil di Gaza. Palestina;hate
indodisc_17917;bangun tidur ikutan ranked ma anak biasa, eh langsung ketemu tazz bareng ash. itu tazz maen lance sambil perem aja kek anjing, gapernah miss itu skill 1 gila bgt lance dia, prasaan lawan el putra ga parah itu anj😭;hate
indodisc_17934;Begini kan Jadinya.. Kalo ANAK PENGUSAHA.. BAPAK PENGUASA.. . . . Gibran Cawapres Ilegal karena keputusan MK Melanggar ETIKA dan CACAT MORAL.. cangkem kan itu..!!;hate
indodisc_1605;"sarroka.2007 @mblo_ rizki ada saudara kita yg susah tapi ga mau bikin status khusus estina malah diem ga berani maju. kalo gak pernah post foto palestina abang keturunan yahudi alo abang agama nya islam minimal saudara butuh bantuan palestina negara keturunan nabi abang gak pernah ada post sama sekali tentang palestina berati abang yahudi Balas SUPEY VA MEKEN Hayaidesu HS SRS V3GHOI8 MOTUL HONDA Konspirasi wahyudi.. ibarat masa iya saya nyumbang terus post bukti transfer? 
Saya aja nangis kalau liat video video itu, ngelihat anak dan wanita menjadi korban dan luka luka. 

Yg lo lakuin ketimbang komen cape cape, mending berdoa semoga saudara kita disana diberikan kekuatan dan perlindungan. Amin ya Allah ‼️

Foto by @ 📷
Helm @njshelmet ZX1R CARBON 
Jaket @motulindonesia 
Celana @continmoto 
Handgrip @hayaidesu_id 
Sarung tangan @kucayindonesia_official";hate
indodisc_717;"Mahfud MD mendadak ""BISU"". Istimewanya dimana..??? Bahkan dia menyelesaikan pekerjaan yg dia sampaikan sendiri aja tidak bisa. 🤐😷🤐";hate
indodisc_23659;"Video berdurasi 1 menit 53 detik dengan narasi kejanggalan pengungsi Rohingya, beredar di media sosial Facebook . Diunggah pada 29 Desember 2023, narator dalam video menyebutkan narasi seperti orang Rohingya kerap mengaku beragama Islam namun kabur saat perang agama. Selain itu, mereka dituding mengaku Muslim tapi tidak terlihat tanda-tanda yang melaksanakan salat.

Hingga artikel ini ditulis, video tersebut telah ditonton 1,7 juta tayanganonline dan disukai 22 ribu kali. Lantas, benarkah etnis ronghiya mengaku bearagam Islam tapi tidak salat dan mereka mengungsi karena kabur dari perang agama? Menyesatkan, Video yang Diklaim tentang Kejanggalan Pengungsi Rohingya";hate
