id;text;label
csis_25903;malah enak ke papua bisa sambil jlan healing;not-hate
csis_10808;pengguna hehe..ajarin dong seperti apa dalam ajaran kristen?';not-hate
csis_27043;jokowi majukan bangsa salah satunya ya ini pembangunan di papua pemerataan pembangunan di seluruh indonesia;not-hate
csis_15237;optimis thomas back to back uber do the bestt saja deh berat banget saingannya kalau sama cina jepang korea wkwk;not-hate
csis_17500;kafirnw kalau umatnya mau santun ke ahmadiyah harus nya fatwa haram dihapus dulu apa ini cumak sekadar lipservice saja;not-hate
csis_2105;"pengguna mau disamakan zaman wali sanga dengan zaman skrng. dulu zaman wali songo, nusantara itu isi nya hanya hindu, buddha dan ateis. mereka anti ajaran islam atau yang berunsur islam. untuk mendekati masyarakat pada zaman itu satunya cara dengan ""menikahi"" adatnya. k";not-hate
csis_13119;pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna begitulah model orang orang yang menukar kebenaran dengan kesesatan. tuli, bisu dan buta melihat kebenaran. maha benar allah dengan segala firma;not-hate
csis_15554;haha duk baca fan fiction setibanya author bagikan gambar nih sudah rupa anak cina pi supermarket je;not-hate
csis_1851;pengguna ah winwen!! sial kenapa harus lesbi.. my tipikal of my girl bgt!';not-hate
csis_20879;asom syahadat nya memang sama mas cuma saya mau konfirmasi sama mas nya buat pengetahuan saya apa benar ahmadiyah mengakui ada nabi setelah rasul saw;not-hate
csis_7584;kanan, keponakan saya muhammad al fatih hidayat yang lagi kuliah di turki dan sudah selesai hafalan 30 juz, wifi bareng gubernur pengguna ketika beliau sedang dinas ke sana.;not-hate
csis_23712;sudah klarifikasi siap di angkat jadi duta tionghoa;not-hate
csis_13598;salut banget sama pak ahok.. benar benar berjiwa kesatria.. langsung mengucapkan selamat ke pasangan anis dan sandi..;not-hate
csis_1493;ada 3 hal yang paling aku sukai di dunia ini, yaitu matahari, bulan dan kamu. matahari untuk siang hari, bulan untuk malam hari dan kamu untuk selamanya dihatiku.';not-hate
csis_4255;pengguna pengguna pengguna nikmati saja tol era rezim now #2019tetapjokowi';not-hate
csis_22393;ini angka covid naik jelang imlek kok belum ada yang teriak bagian dari konspirasi yang mendiskreditkan orang tionghoa;not-hate
csis_24453;dukunnya dari tionghoa kayaknya;not-hate
csis_10809;"part 5; ""sebentar, pak rocky. saya berusaha memahami kata-kata anda, tapi kali ini saya sebagai orang islam tak bisa terima bahwa kitab suci saya, al-qur'an,dianggap sebagai fiksi. padahal saya merasakan sendiri kalau al-qur'an itu fakta. terjadi pada kehidupan";not-hate
csis_1724;. . . memperhatikan warga pasar yang masih asing bagi dirinya dalam diam.';not-hate
csis_9869;presiden tegaskan pentingnya publikasi untuk asian games 2018;not-hate
csis_18860;syekh imran hosein cakap duit kertas nih tak berguna korang tak percaya sebab dia sokong syiah kalau muhaizad cakap salafi nih akidah yang benar korang nak tolak juga ke macam mana bangang itu lain kali simpan sikit dalam almari;not-hate
csis_27775;lah kiraan kristen;not-hate
csis_24192;cha mau ke arah puncak berastagi sebelum sibolangit ada belokan menanjak paling angker disebut tekongan amoy berastagi konon katanya ada kclakaan mobil masuk jurang yang penumpangnya semua orang tionghoa;not-hate
csis_11635;rt bokep auto no titit. siap.  jadi temannya lulove';not-hate
csis_2515;pengguna tidak kok, aku juga tidak mendukung, secara agama haram dan secara sosial kurang baik. tapi kalau ada yang lgbt di sekitar aku, akunya juga tidak ngejauh, apalagi kalau itu temen, cukup tau kalau bisa sih dirangkul biar pelan pelan bisa normal lagi';not-hate
csis_15511;daun sanna atau daun cina maki bukan daun teh ya;not-hate
csis_26149;menemukan ini tidak mengerti masalahnya apa tetapi mbak mbak dimsum kocaq banget deh urusan korea pop sampai bawa kepala kepolisian daerah golkar pindah ke papua dosen sampai kakak pacarnya yang polisi oh dan anak tentara;not-hate
csis_22871;investor dari jepang cina korea ke indonesia kita yang harus belajar bahasa mereka terus tionghoa lama di indonesia tidak bisa bahasa sini di maklumkan buat apa bahasa indonesia dijadikan bahasa nasional cari makan di tanah indonesia cuma belajar bahasanya saja tidak mau;not-hate
csis_26678;aku kira kita asam dan garam ternyata kita kristen dan islam;not-hate
csis_22456;sebaliknya bagaimana jika di luar tionghoa ada yang masih sulit berdamai dengan kata tersebut bukankah sampai sekarang kata cina juga masih dikategorikan sebagai ejekan racist;not-hate
