id;text;label
indodisc_19358;Akhirnya turki menarik dubesnya dari Israel;not-hate
indodisc_13997;好的 ! mari belajar bahasa cina bersama Liu Huaqing;not-hate
indodisc_26608;SEJATINYA , ORANG ORANG ASWAJA NU / SUFI ADALAH PENGIKUTNYA SYIAH : KARENA AMALANNYA SAMA .....;not-hate
indodisc_19854;Prediksi togel untuk pasaran CHINA OKTOBER 2023 #togel #togelchina #togelonline #togelchina #togelindonesia #togeljakarta #togelterpercaya #indonesia #jakarta #prediksitogelhariini #angkajitu #angkabocoran #angkatogel #prediksijitu #prediksitogelchina #prediksi #inatogel;not-hate
indodisc_18133;1.661 Anak di Gaza Meninggal Akibat Serangan Israel;not-hate
indodisc_1948;Wilayah Gaza Memanas, Duta Besar Palestina Singgung Soal Bantuan AS Untuk Israel;not-hate
indodisc_25727;ini guru agama kristen yg biasa tdk dapat apa2 di jateng jg merata.;not-hate
indodisc_28247;"KITA GILA SEMUA SEBAB Ester Pandiangan SEKS Sebab Kita Semua Gila Seks tidak hadir sebagai bacaan serius nan ilmiah yang memaksa pembaca mengerutkan kening. Isinya pengalaman sehari-hari tentang seks dari peristiwa yang enggan kita bicarakan tetapi sejatinya pernah atau akan kita kerjakan. Tak ada yang ditutupi atau dimanipulasi. Sebab kita semua, tak peduli latar belakang atau penampilan, membutuhkan seks. Mungkin juga menggilainya.

Meskipun demikian, isu-isu di sini sangat penting dibahas. Tentang bagaimana cara agar seks bisa menjadi hubungan ketersalingan alias tidak egois. Tentang mengenali isu kekerasan seksual, dll.

#SebabKitaSemuaGilaSeks
#EsterPandiangan
#EABooks";not-hate
indodisc_9017;Top 3 Dunia: Sejarah Hamas, Erdogan Tuding Israel Rencanakan Pembantaian #TempoDunia;not-hate
indodisc_13341;Gila sih, speechless, Chelsea kudu keluarin statement sih habis ini..;not-hate
indodisc_1047;Yg udah2, setiap selesai perang wilayah israel bertambah..;not-hate
indodisc_18738;Konflik Israel dan Kelompok Hamas Kian Memanas, Puan Maharani: WNI Harus Dipastikan dalam Kondisi Aman;not-hate
indodisc_693;“bosque saya hari bagikan hadiah uang tunai rp 50 juta bagi yang belum mendapatkannya kusus yang belum follow” Baim Wong Bagi Hadiah 50 Juta di Tiktok;not-hate
indodisc_26517;"UNHCR sebut akibat aksi para mahasiswa, pengungsi Rohingya trauma usai diusir. MOODJAKARTA UNHCR mengecam aksi pengusiran terhadap imigran ilegal Rohingya oleh mahasiswa di Balai Meuseuraya, Banda Aceh yang diangkut secara paksa dengan truk ke Kanwil Kemenkumham Aceh.

Pihak UNHCR menyebutkan setelah kejadian tersebut para imigran ilegal Rohingya mengalami trauma akibat aksi pengusiran paksa tersebut. Oleh karena itu, aparat penegak hukum diminta memberi perlindungan khusus kepada para imigran tersebut.

UNHCR menduga pemindahan paksa terhadap ratusan imigran ilegal Rohingya merupakan hasil dari kampanye online yang terkoordinasi yang berisi misinformasi, disinformasi dan ujaran kebencian terhadap para imigran. 

“Merusak upaya Indonesia untuk menyelamatkan orang-orang tidak berdaya di lautan,” kata UNHCR dalam siaran pers dikutip Kamis (28/12).

“UNHCR mengingatkan semua orang bahwa pengungsi mayoritas anak-anak, perempuan dan laki-laki tak berdaya yang mencari perlindungan di Indonesia. Mereka adalah korban penganiayaan dan konflik,” tulis UNHCR.";not-hate
indodisc_7162;lulusan luar negri Enggak usah bicara lulusan luar negri, karna semua Presiden Indonesia produck lokal.;not-hate
indodisc_10814;gila sih dari kemarenan nangis2 mulu, kzl mulu, cemburu mulu, negthink mulu.. gataunya today period 🫠 gini amat jadi cewe 😩;not-hate
